Région,Sexe,Période,ICD-10,Type cancer,Nombre de cas ,Taux brut , Taux standardisé ,lower 95% ,upper IC 95%
Suisse,Femmes,2003,C91-95,Leucémie,434,11.6,8.4,7.3,9.7
Suisse,Femmes,2003,C91,Leucémie lymphoïde,237,6.3,4.3,3.5,5.3
Suisse,Femmes,2003,C92-94,Leucémie myéloïde,189,5,3.8,3.1,4.7
Suisse,Femmes,2003,Other_C-code,Autres localisations du cancer,726,19.4,13.5,12.1,15
Suisse,Femmes,2003,"C00-43,C45-97",Tous les cancers (voir Méthode pour les critères d’inclusion),15924,424.6,324.6,317.5,331.8
Suisse,Femmes,2004,C00-14,Cavité buccale et pharynx,272,7.2,5.9,4.9,6.9
Suisse,Femmes,2004,C15,Œsophage,120,3.2,2.2,1.7,2.9
Suisse,Femmes,2004,C16,Estomac,354,9.4,6,5.1,7
Suisse,Femmes,2004,C17,Intestin grêle,56,1.5,1,0.7,1.5
Suisse,Femmes,2004,C18-20,Côlon et Rectum,1839,48.7,32.2,30.1,34.4
Suisse,Femmes,2004,C21,Anus et Canal anal,118,3.1,2.3,1.7,2.9
Suisse,Femmes,2004,C22,Foie,177,4.7,3.2,2.6,4
Suisse,Femmes,2004,C23-24,Vésicule et voies biliaires extra-hépat.,166,4.4,2.5,2,3.1
Suisse,Femmes,2004,C25,Pancréas,544,14.4,8.9,7.9,10.1
Suisse,Femmes,2004,C32,Larynx,37,1,0.8,0.5,1.2
Suisse,Femmes,2004,C33-34,"Poumon, Bronches, Trachée",1182,31.3,24,22.1,26
Suisse,Femmes,2004,"C38.4,C45.0",Plèvre,22,0.6,0.4,0.2,0.7
Suisse,Femmes,2004,C40-41,"Os, Articulations, Cartilage",41,1.1,1,0.6,1.5
Suisse,Femmes,2004,C43,Mélanome,925,24.5,19.9,18.2,21.8
Suisse,Femmes,2004,"C47,C49",Tissus mous,115,3.1,2.3,1.7,3
Suisse,Femmes,2004,C50,Sein,5159,136.7,110.6,106.5,114.9
Suisse,Femmes,2004,C53,Col de l'utérus,270,7.2,5.9,5,7
Suisse,Femmes,2004,C54-55,Corps de l'utérus,959,25.4,19.5,17.8,21.3
Suisse,Femmes,2004,C56,Ovaire,609,16.1,12.1,10.8,13.5
Suisse,Femmes,2004,C64,Rein,238,6.3,4.4,3.6,5.2
Suisse,Femmes,2004,C67,Vessie,217,5.8,3.4,2.8,4.1
Suisse,Femmes,2004,"C65-66,C68",Autres organes urinaires,41,1.1,0.8,0.5,1.2
Suisse,Femmes,2004,C69,Œil,27,0.7,0.6,0.3,1
Suisse,Femmes,2004,C70-72,Cerveau et Système nerveux central,213,5.7,4.6,3.8,5.6
Suisse,Femmes,2004,C73,Thyroïde,322,8.5,7.7,6.6,9
Suisse,Femmes,2004,C81,Lymphome de Hodgkin,91,2.4,2.3,1.7,3
Suisse,Femmes,2004,"C82-86,C96",Lymphome non hodgkinien,552,14.6,10.8,9.5,12.1
Suisse,Femmes,2004,C90,Myélome multiple,231,6.1,4.2,3.4,5
Suisse,Femmes,2004,C91-95,Leucémie,386,10.2,7.4,6.4,8.6
Suisse,Femmes,2004,C91,Leucémie lymphoïde,191,5.1,3.8,3.1,4.7
Suisse,Femmes,2004,C92-94,Leucémie myéloïde,184,4.9,3.4,2.7,4.2
Suisse,Femmes,2004,Other_C-code,Autres localisations du cancer,733,19.4,12.4,11.1,13.9
Suisse,Femmes,2004,"C00-43,C45-97",Tous les cancers (voir Méthode pour les critères d’inclusion),16016,424.3,319.3,312.3,326.4
Suisse,Femmes,2005,C00-14,Cavité buccale et pharynx,348,9.2,7.5,6.4,8.7
Suisse,Femmes,2005,C15,Œsophage,118,3.1,2.3,1.8,3
Suisse,Femmes,2005,C16,Estomac,326,8.6,5.1,4.3,5.9
Suisse,Femmes,2005,C17,Intestin grêle,54,1.4,1.1,0.7,1.5
Suisse,Femmes,2005,C18-20,Côlon et Rectum,1816,47.8,31.5,29.4,33.6
Suisse,Femmes,2005,C21,Anus et Canal anal,131,3.4,2.7,2.1,3.4
Suisse,Femmes,2005,C22,Foie,154,4.1,2.9,2.3,3.6
Suisse,Femmes,2005,C23-24,Vésicule et voies biliaires extra-hépat.,166,4.4,2.7,2.1,3.3
Suisse,Femmes,2005,C25,Pancréas,616,16.2,10.1,9,11.4
Suisse,Femmes,2005,C32,Larynx,26,0.7,0.5,0.3,0.9
Suisse,Femmes,2005,C33-34,"Poumon, Bronches, Trachée",1291,34,26.4,24.4,28.5
Suisse,Femmes,2005,"C38.4,C45.0",Plèvre,31,0.8,0.5,0.3,0.9
Suisse,Femmes,2005,C40-41,"Os, Articulations, Cartilage",32,0.8,0.8,0.5,1.4
Suisse,Femmes,2005,C43,Mélanome,933,24.6,20,18.3,21.9
Suisse,Femmes,2005,"C47,C49",Tissus mous,102,2.7,2.1,1.5,2.8
Suisse,Femmes,2005,C50,Sein,5176,136.3,108.8,104.7,113
Suisse,Femmes,2005,C53,Col de l'utérus,213,5.6,4.8,4,5.8
Suisse,Femmes,2005,C54-55,Corps de l'utérus,914,24.1,18.1,16.5,19.9
Suisse,Femmes,2005,C56,Ovaire,646,17,12.6,11.3,14.1
Suisse,Femmes,2005,C64,Rein,255,6.7,4.8,4,5.8
Suisse,Femmes,2005,C67,Vessie,278,7.3,4.6,3.8,5.4
Suisse,Femmes,2005,"C65-66,C68",Autres organes urinaires,71,1.9,1.1,0.8,1.6
Suisse,Femmes,2005,C69,Œil,25,0.7,0.5,0.3,0.9
Suisse,Femmes,2005,C70-72,Cerveau et Système nerveux central,262,6.9,5.9,4.9,7
Suisse,Femmes,2005,C73,Thyroïde,358,9.4,8.3,7.1,9.5
Suisse,Femmes,2005,C81,Lymphome de Hodgkin,91,2.4,2.3,1.7,3.1
Suisse,Femmes,2005,"C82-86,C96",Lymphome non hodgkinien,618,16.3,11.5,10.2,12.9
Suisse,Femmes,2005,C90,Myélome multiple,209,5.5,3.7,3,4.5
Suisse,Femmes,2005,C91-95,Leucémie,428,11.3,8.6,7.5,9.9
Suisse,Femmes,2005,C91,Leucémie lymphoïde,216,5.7,4.4,3.6,5.4
Suisse,Femmes,2005,C92-94,Leucémie myéloïde,204,5.4,4,3.3,4.9
Suisse,Femmes,2005,Other_C-code,Autres localisations du cancer,658,17.3,10.9,9.7,12.2
Suisse,Femmes,2005,"C00-43,C45-97",Tous les cancers (voir Méthode pour les critères d’inclusion),16349,430.6,322.7,315.7,329.8
Suisse,Femmes,2006,C00-14,Cavité buccale et pharynx,306,8,6.2,5.2,7.2
Suisse,Femmes,2006,C15,Œsophage,141,3.7,2.6,2,3.3
Suisse,Femmes,2006,C16,Estomac,345,9,6,5.2,7
Suisse,Femmes,2006,C17,Intestin grêle,54,1.4,1,0.7,1.5
Suisse,Femmes,2006,C18-20,Côlon et Rectum,1911,50,32.6,30.5,34.7
Suisse,Femmes,2006,C21,Anus et Canal anal,140,3.7,2.8,2.2,3.5
Suisse,Femmes,2006,C22,Foie,156,4.1,2.8,2.3,3.5
Suisse,Femmes,2006,C23-24,Vésicule et voies biliaires extra-hépat.,217,5.7,3.3,2.7,4.1
Suisse,Femmes,2006,C25,Pancréas,524,13.7,8.6,7.6,9.7
Suisse,Femmes,2006,C32,Larynx,33,0.9,0.7,0.4,1
Suisse,Femmes,2006,C33-34,"Poumon, Bronches, Trachée",1368,35.8,26.5,24.6,28.5
Suisse,Femmes,2006,"C38.4,C45.0",Plèvre,16,0.4,0.2,0.1,0.5
Suisse,Femmes,2006,C40-41,"Os, Articulations, Cartilage",29,0.7,0.7,0.4,1.1
Suisse,Femmes,2006,C43,Mélanome,980,25.7,20.8,19.1,22.7
Suisse,Femmes,2006,"C47,C49",Tissus mous,91,2.4,2,1.4,2.6
Suisse,Femmes,2006,C50,Sein,5186,135.8,107.5,103.5,111.6
Suisse,Femmes,2006,C53,Col de l'utérus,242,6.3,5.4,4.5,6.5
Suisse,Femmes,2006,C54-55,Corps de l'utérus,893,23.4,17.1,15.6,18.8
Suisse,Femmes,2006,C56,Ovaire,583,15.3,11.4,10.1,12.8
Suisse,Femmes,2006,C64,Rein,294,7.7,5.4,4.5,6.4
Suisse,Femmes,2006,C67,Vessie,262,6.9,4.4,3.7,5.3
Suisse,Femmes,2006,"C65-66,C68",Autres organes urinaires,41,1.1,0.6,0.4,1
Suisse,Femmes,2006,C69,Œil,22,0.6,0.4,0.2,0.7
Suisse,Femmes,2006,C70-72,Cerveau et Système nerveux central,267,7,5.9,4.9,6.9
Suisse,Femmes,2006,C73,Thyroïde,374,9.8,8.6,7.4,9.9
Suisse,Femmes,2006,C81,Lymphome de Hodgkin,102,2.7,2.7,2,3.5
Suisse,Femmes,2006,"C82-86,C96",Lymphome non hodgkinien,659,17.2,12.3,11,13.8
Suisse,Femmes,2006,C90,Myélome multiple,205,5.4,3.5,2.8,4.3
Suisse,Femmes,2006,C91-95,Leucémie,477,12.5,9.1,8,10.4
Suisse,Femmes,2006,C91,Leucémie lymphoïde,276,7.2,5.3,4.4,6.4
Suisse,Femmes,2006,C92-94,Leucémie myéloïde,185,4.8,3.6,2.9,4.4
Suisse,Femmes,2006,Other_C-code,Autres localisations du cancer,765,20,12.9,11.5,14.3
Suisse,Femmes,2006,"C00-43,C45-97",Tous les cancers (voir Méthode pour les critères d’inclusion),16683,436.9,324.2,317.3,331.1
Suisse,Femmes,2007,C00-14,Cavité buccale et pharynx,315,8.2,6.6,5.6,7.6
Suisse,Femmes,2007,C15,Œsophage,127,3.3,2.4,1.8,3
Suisse,Femmes,2007,C16,Estomac,324,8.4,5.2,4.4,6.1
Suisse,Femmes,2007,C17,Intestin grêle,76,2,1.4,1,1.9
Suisse,Femmes,2007,C18-20,Côlon et Rectum,1839,47.8,31.4,29.4,33.6
Suisse,Femmes,2007,C21,Anus et Canal anal,119,3.1,2.3,1.8,2.9
Suisse,Femmes,2007,C22,Foie,181,4.7,3.1,2.5,3.8
Suisse,Femmes,2007,C23-24,Vésicule et voies biliaires extra-hépat.,197,5.1,3.3,2.6,4
Suisse,Femmes,2007,C25,Pancréas,528,13.7,8.2,7.2,9.3
Suisse,Femmes,2007,C32,Larynx,34,0.9,0.7,0.4,1.1
Suisse,Femmes,2007,C33-34,"Poumon, Bronches, Trachée",1386,36,27.1,25.1,29.1
Suisse,Femmes,2007,"C38.4,C45.0",Plèvre,33,0.8,0.5,0.3,0.9
Suisse,Femmes,2007,C40-41,"Os, Articulations, Cartilage",32,0.8,0.7,0.4,1.2
Suisse,Femmes,2007,C43,Mélanome,1061,27.6,22,20.2,23.9
Suisse,Femmes,2007,"C47,C49",Tissus mous,107,2.8,2.3,1.7,3.1
Suisse,Femmes,2007,C50,Sein,5286,137.4,107.5,103.5,111.5
Suisse,Femmes,2007,C53,Col de l'utérus,260,6.8,5.7,4.8,6.8
Suisse,Femmes,2007,C54-55,Corps de l'utérus,930,24.2,18,16.4,19.8
Suisse,Femmes,2007,C56,Ovaire,586,15.2,11.5,10.2,12.8
Suisse,Femmes,2007,C64,Rein,273,7.1,4.9,4.1,5.9
Suisse,Femmes,2007,C67,Vessie,274,7.1,4.3,3.6,5.1
Suisse,Femmes,2007,"C65-66,C68",Autres organes urinaires,44,1.1,0.6,0.4,1
Suisse,Femmes,2007,C69,Œil,45,1.2,1,0.6,1.6
Suisse,Femmes,2007,C70-72,Cerveau et Système nerveux central,251,6.5,5.6,4.6,6.6
Suisse,Femmes,2007,C73,Thyroïde,397,10.3,8.9,7.8,10.2
Suisse,Femmes,2007,C81,Lymphome de Hodgkin,105,2.7,2.6,2,3.4
Suisse,Femmes,2007,"C82-86,C96",Lymphome non hodgkinien,655,17,11.9,10.6,13.3
Suisse,Femmes,2007,C90,Myélome multiple,267,6.9,4.6,3.8,5.4
Suisse,Femmes,2007,C91-95,Leucémie,418,10.9,7.9,6.8,9
Suisse,Femmes,2007,C91,Leucémie lymphoïde,228,5.9,4.4,3.6,5.4
Suisse,Femmes,2007,C92-94,Leucémie myéloïde,180,4.7,3.3,2.6,4
Suisse,Femmes,2007,Other_C-code,Autres localisations du cancer,811,21.1,13.6,12.3,15.1
Suisse,Femmes,2007,"C00-43,C45-97",Tous les cancers (voir Méthode pour les critères d’inclusion),16961,440.8,325.8,318.9,332.7
Suisse,Femmes,2008,C00-14,Cavité buccale et pharynx,323,8.3,6.5,5.6,7.6
Suisse,Femmes,2008,C15,Œsophage,130,3.4,2.2,1.7,2.9
Suisse,Femmes,2008,C16,Estomac,285,7.3,4.6,3.9,5.4
Suisse,Femmes,2008,C17,Intestin grêle,56,1.4,1,0.7,1.5
Suisse,Femmes,2008,C18-20,Côlon et Rectum,1810,46.5,30.4,28.5,32.5
Suisse,Femmes,2008,C21,Anus et Canal anal,117,3,2.2,1.7,2.9
Suisse,Femmes,2008,C22,Foie,145,3.7,2.6,2,3.2
Suisse,Femmes,2008,C23-24,Vésicule et voies biliaires extra-hépat.,173,4.4,2.8,2.3,3.5
Suisse,Femmes,2008,C25,Pancréas,562,14.5,9,8,10.2
Suisse,Femmes,2008,C32,Larynx,24,0.6,0.5,0.3,0.8
Suisse,Femmes,2008,C33-34,"Poumon, Bronches, Trachée",1482,38.1,27.8,25.9,29.9
Suisse,Femmes,2008,"C38.4,C45.0",Plèvre,27,0.7,0.5,0.3,0.8
Suisse,Femmes,2008,C40-41,"Os, Articulations, Cartilage",35,0.9,0.9,0.5,1.4
Suisse,Femmes,2008,C43,Mélanome,1109,28.5,23.1,21.2,25.1
Suisse,Femmes,2008,"C47,C49",Tissus mous,103,2.7,2.1,1.6,2.8
Suisse,Femmes,2008,C50,Sein,5576,143.3,111.4,107.4,115.5
Suisse,Femmes,2008,C53,Col de l'utérus,258,6.6,5.4,4.5,6.4
Suisse,Femmes,2008,C54-55,Corps de l'utérus,914,23.5,17.4,15.9,19.1
Suisse,Femmes,2008,C56,Ovaire,582,15,11.1,9.9,12.5
Suisse,Femmes,2008,C64,Rein,296,7.6,5.2,4.4,6.1
Suisse,Femmes,2008,C67,Vessie,282,7.3,4.2,3.5,4.9
Suisse,Femmes,2008,"C65-66,C68",Autres organes urinaires,63,1.6,0.9,0.6,1.3
Suisse,Femmes,2008,C69,Œil,32,0.8,0.7,0.4,1.1
Suisse,Femmes,2008,C70-72,Cerveau et Système nerveux central,235,6.1,4.9,4.1,5.9
Suisse,Femmes,2008,C73,Thyroïde,488,12.5,11.2,9.9,12.7
Suisse,Femmes,2008,C81,Lymphome de Hodgkin,99,2.5,2.6,2,3.4
Suisse,Femmes,2008,"C82-86,C96",Lymphome non hodgkinien,609,15.7,10.9,9.7,12.2
Suisse,Femmes,2008,C90,Myélome multiple,212,5.4,3.4,2.8,4.1
Suisse,Femmes,2008,C91-95,Leucémie,430,11.1,8.2,7.1,9.4
Suisse,Femmes,2008,C91,Leucémie lymphoïde,223,5.7,4.3,3.5,5.2
Suisse,Femmes,2008,C92-94,Leucémie myéloïde,191,4.9,3.8,3.1,4.7
Suisse,Femmes,2008,Other_C-code,Autres localisations du cancer,830,21.3,13.9,12.6,15.4
Suisse,Femmes,2008,"C00-43,C45-97",Tous les cancers (voir Méthode pour les critères d’inclusion),17289,444.3,327.9,321.1,334.9
Suisse,Femmes,2009,C00-14,Cavité buccale et pharynx,290,7.4,5.7,4.9,6.7
Suisse,Femmes,2009,C15,Œsophage,141,3.6,2.4,1.9,3
Suisse,Femmes,2009,C16,Estomac,296,7.5,4.9,4.1,5.8
Suisse,Femmes,2009,C17,Intestin grêle,83,2.1,1.6,1.1,2.1
Suisse,Femmes,2009,C18-20,Côlon et Rectum,1880,47.8,31.1,29.1,33.2
Suisse,Femmes,2009,C21,Anus et Canal anal,133,3.4,2.5,1.9,3.2
Suisse,Femmes,2009,C22,Foie,184,4.7,3.1,2.5,3.9
Suisse,Femmes,2009,C23-24,Vésicule et voies biliaires extra-hépat.,168,4.3,2.6,2.1,3.3
Suisse,Femmes,2009,C25,Pancréas,625,15.9,9.6,8.5,10.7
Suisse,Femmes,2009,C32,Larynx,39,1,0.8,0.5,1.2
Suisse,Femmes,2009,C33-34,"Poumon, Bronches, Trachée",1547,39.3,28.8,26.8,30.9
Suisse,Femmes,2009,"C38.4,C45.0",Plèvre,28,0.7,0.5,0.3,0.9
Suisse,Femmes,2009,C40-41,"Os, Articulations, Cartilage",31,0.8,0.8,0.4,1.3
Suisse,Femmes,2009,C43,Mélanome,1083,27.5,22,20.2,23.8
Suisse,Femmes,2009,"C47,C49",Tissus mous,108,2.7,2.1,1.6,2.7
Suisse,Femmes,2009,C50,Sein,5634,143.2,111.5,107.6,115.6
Suisse,Femmes,2009,C53,Col de l'utérus,266,6.8,5.6,4.7,6.6
Suisse,Femmes,2009,C54-55,Corps de l'utérus,895,22.7,16.5,15,18.1
Suisse,Femmes,2009,C56,Ovaire,597,15.2,11.2,9.9,12.5
Suisse,Femmes,2009,C64,Rein,269,6.8,4.9,4.1,5.8
Suisse,Femmes,2009,C67,Vessie,275,7,4.1,3.4,4.9
Suisse,Femmes,2009,"C65-66,C68",Autres organes urinaires,53,1.4,0.7,0.5,1.1
Suisse,Femmes,2009,C69,Œil,42,1.1,0.8,0.5,1.3
Suisse,Femmes,2009,C70-72,Cerveau et Système nerveux central,287,7.3,6.1,5.1,7.2
Suisse,Femmes,2009,C73,Thyroïde,467,11.9,10.6,9.4,12
Suisse,Femmes,2009,C81,Lymphome de Hodgkin,101,2.6,2.3,1.7,3
Suisse,Femmes,2009,"C82-86,C96",Lymphome non hodgkinien,643,16.3,11.7,10.4,13
Suisse,Femmes,2009,C90,Myélome multiple,242,6.1,4.1,3.4,4.9
Suisse,Femmes,2009,C91-95,Leucémie,425,10.8,7.5,6.5,8.6
Suisse,Femmes,2009,C91,Leucémie lymphoïde,208,5.3,3.8,3.1,4.6
Suisse,Femmes,2009,C92-94,Leucémie myéloïde,196,5,3.6,2.9,4.4
Suisse,Femmes,2009,Other_C-code,Autres localisations du cancer,744,18.9,12.3,11.1,13.7
Suisse,Femmes,2009,"C00-43,C45-97",Tous les cancers (voir Méthode pour les critères d’inclusion),17576,446.6,328.4,321.6,335.3
Suisse,Femmes,2010,C00-14,Cavité buccale et pharynx,315,7.9,5.9,5.1,6.9
Suisse,Femmes,2010,C15,Œsophage,123,3.1,2.1,1.6,2.6
Suisse,Femmes,2010,C16,Estomac,336,8.5,5.6,4.9,6.5
Suisse,Femmes,2010,C17,Intestin grêle,81,2,1.4,1,1.9
Suisse,Femmes,2010,C18-20,Côlon et Rectum,1724,43.4,27.9,26.1,29.7
Suisse,Femmes,2010,C21,Anus et Canal anal,134,3.4,2.4,1.9,3
Suisse,Femmes,2010,C22,Foie,222,5.6,3.6,3,4.3
Suisse,Femmes,2010,C23-24,Vésicule et voies biliaires extra-hépat.,179,4.5,2.7,2.2,3.3
Suisse,Femmes,2010,C25,Pancréas,621,15.6,9,8,10
Suisse,Femmes,2010,C32,Larynx,41,1,0.8,0.5,1.2
Suisse,Femmes,2010,C33-34,"Poumon, Bronches, Trachée",1499,37.7,27.1,25.4,29
Suisse,Femmes,2010,"C38.4,C45.0",Plèvre,27,0.7,0.4,0.2,0.7
Suisse,Femmes,2010,C40-41,"Os, Articulations, Cartilage",43,1.1,1,0.7,1.5
Suisse,Femmes,2010,C43,Mélanome,1272,32,25.4,23.6,27.3
Suisse,Femmes,2010,"C47,C49",Tissus mous,112,2.8,2.4,1.9,3.2
Suisse,Femmes,2010,C50,Sein,5882,148,115,111.1,118.9
Suisse,Femmes,2010,C53,Col de l'utérus,265,6.7,5.5,4.6,6.4
Suisse,Femmes,2010,C54-55,Corps de l'utérus,840,21.1,15.4,14.1,16.9
Suisse,Femmes,2010,C56,Ovaire,586,14.7,10.6,9.5,11.8
Suisse,Femmes,2010,C64,Rein,292,7.4,5.2,4.5,6.1
Suisse,Femmes,2010,C67,Vessie,268,6.8,4,3.3,4.7
Suisse,Femmes,2010,"C65-66,C68",Autres organes urinaires,70,1.8,1,0.7,1.4
Suisse,Femmes,2010,C69,Œil,14,0.4,0.2,0.1,0.4
Suisse,Femmes,2010,C70-72,Cerveau et Système nerveux central,231,5.8,4.6,3.9,5.5
Suisse,Femmes,2010,C73,Thyroïde,462,11.6,10.1,9,11.4
Suisse,Femmes,2010,C81,Lymphome de Hodgkin,93,2.3,2.4,1.8,3
Suisse,Femmes,2010,"C82-86,C96",Lymphome non hodgkinien,562,14.1,9.7,8.6,10.8
Suisse,Femmes,2010,C90,Myélome multiple,259,6.5,4.4,3.7,5.1
Suisse,Femmes,2010,C91-95,Leucémie,393,9.9,7.4,6.5,8.5
Suisse,Femmes,2010,C91,Leucémie lymphoïde,181,4.6,3.6,2.9,4.4
Suisse,Femmes,2010,C92-94,Leucémie myéloïde,204,5.1,3.8,3.1,4.5
Suisse,Femmes,2010,Other_C-code,Autres localisations du cancer,806,20.3,12.4,11.2,13.6
Suisse,Femmes,2010,"C00-43,C45-97",Tous les cancers (voir Méthode pour les critères d’inclusion),17752,446.7,325.6,319.3,332.1
Suisse,Femmes,2011,C00-14,Cavité buccale et pharynx,378,9.4,6.9,6.1,7.9
Suisse,Femmes,2011,C15,Œsophage,122,3,1.9,1.5,2.4
Suisse,Femmes,2011,C16,Estomac,312,7.8,5,4.3,5.8
Suisse,Femmes,2011,C17,Intestin grêle,73,1.8,1.3,0.9,1.7
Suisse,Femmes,2011,C18-20,Côlon et Rectum,1864,46.5,30.4,28.6,32.3
Suisse,Femmes,2011,C21,Anus et Canal anal,137,3.4,2.6,2,3.2
Suisse,Femmes,2011,C22,Foie,189,4.7,3.3,2.7,4
Suisse,Femmes,2011,C23-24,Vésicule et voies biliaires extra-hépat.,178,4.4,2.6,2.1,3.2
Suisse,Femmes,2011,C25,Pancréas,607,15.1,9.4,8.4,10.4
Suisse,Femmes,2011,C32,Larynx,41,1,0.8,0.5,1.1
Suisse,Femmes,2011,C33-34,"Poumon, Bronches, Trachée",1600,39.9,28.7,26.9,30.5
Suisse,Femmes,2011,"C38.4,C45.0",Plèvre,37,0.9,0.5,0.3,0.8
Suisse,Femmes,2011,C40-41,"Os, Articulations, Cartilage",53,1.3,1.2,0.8,1.7
Suisse,Femmes,2011,C43,Mélanome,1195,29.8,23.4,21.7,25.2
Suisse,Femmes,2011,"C47,C49",Tissus mous,103,2.6,2,1.5,2.6
Suisse,Femmes,2011,C50,Sein,5824,145.1,112,108.4,115.8
Suisse,Femmes,2011,C53,Col de l'utérus,260,6.5,5.4,4.5,6.3
Suisse,Femmes,2011,C54-55,Corps de l'utérus,955,23.8,16.9,15.5,18.4
Suisse,Femmes,2011,C56,Ovaire,629,15.7,11.7,10.5,12.9
Suisse,Femmes,2011,C64,Rein,280,7,4.6,3.9,5.4
Suisse,Femmes,2011,C67,Vessie,269,6.7,4.2,3.6,4.9
Suisse,Femmes,2011,"C65-66,C68",Autres organes urinaires,47,1.2,0.7,0.5,1
Suisse,Femmes,2011,C69,Œil,41,1,0.8,0.5,1.3
Suisse,Femmes,2011,C70-72,Cerveau et Système nerveux central,273,6.8,5.4,4.6,6.3
Suisse,Femmes,2011,C73,Thyroïde,572,14.3,12.6,11.4,14
Suisse,Femmes,2011,C81,Lymphome de Hodgkin,84,2.1,2.2,1.7,2.9
Suisse,Femmes,2011,"C82-86,C96",Lymphome non hodgkinien,631,15.7,10.9,9.8,12.1
Suisse,Femmes,2011,C90,Myélome multiple,219,5.5,3.6,3,4.3
Suisse,Femmes,2011,C91-95,Leucémie,441,11,7.9,7,8.9
Suisse,Femmes,2011,C91,Leucémie lymphoïde,219,5.5,3.9,3.3,4.7
Suisse,Femmes,2011,C92-94,Leucémie myéloïde,217,5.4,3.9,3.3,4.7
Suisse,Femmes,2011,Other_C-code,Autres localisations du cancer,798,19.9,12,10.9,13.2
Suisse,Femmes,2011,"C00-43,C45-97",Tous les cancers (voir Méthode pour les critères d’inclusion),18212,453.9,331,324.8,337.3
Suisse,Femmes,2012,C00-14,Cavité buccale et pharynx,370,9.1,6.6,5.8,7.6
Suisse,Femmes,2012,C15,Œsophage,155,3.8,2.4,1.9,2.9
Suisse,Femmes,2012,C16,Estomac,351,8.7,5.6,4.8,6.5
Suisse,Femmes,2012,C17,Intestin grêle,87,2.1,1.6,1.2,2.1
Suisse,Femmes,2012,C18-20,Côlon et Rectum,1883,46.5,30.1,28.2,32
Suisse,Femmes,2012,C21,Anus et Canal anal,137,3.4,2.3,1.8,2.9
Suisse,Femmes,2012,C22,Foie,220,5.4,3.6,3,4.3
Suisse,Femmes,2012,C23-24,Vésicule et voies biliaires extra-hépat.,169,4.2,2.4,1.9,3
Suisse,Femmes,2012,C25,Pancréas,741,18.3,10.7,9.7,11.8
Suisse,Femmes,2012,C32,Larynx,42,1,0.7,0.5,1.1
Suisse,Femmes,2012,C33-34,"Poumon, Bronches, Trachée",1659,40.9,28.9,27,30.8
Suisse,Femmes,2012,"C38.4,C45.0",Plèvre,27,0.7,0.4,0.2,0.7
Suisse,Femmes,2012,C40-41,"Os, Articulations, Cartilage",25,0.6,0.7,0.4,1.1
Suisse,Femmes,2012,C43,Mélanome,1292,31.9,24.8,23,26.7
Suisse,Femmes,2012,"C47,C49",Tissus mous,115,2.8,2.1,1.6,2.7
Suisse,Femmes,2012,C50,Sein,6032,148.9,114.1,110.3,117.9
Suisse,Femmes,2012,C53,Col de l'utérus,241,5.9,5.2,4.4,6.1
Suisse,Femmes,2012,C54-55,Corps de l'utérus,911,22.5,16.2,14.9,17.7
Suisse,Femmes,2012,C56,Ovaire,544,13.4,9.7,8.6,10.8
Suisse,Femmes,2012,C64,Rein,318,7.9,5.1,4.4,6
Suisse,Femmes,2012,C67,Vessie,286,7.1,4.1,3.5,4.8
Suisse,Femmes,2012,"C65-66,C68",Autres organes urinaires,58,1.4,0.8,0.6,1.2
Suisse,Femmes,2012,C69,Œil,27,0.7,0.6,0.3,0.9
Suisse,Femmes,2012,C70-72,Cerveau et Système nerveux central,262,6.5,4.9,4.1,5.8
Suisse,Femmes,2012,C73,Thyroïde,562,13.9,12.4,11.2,13.8
Suisse,Femmes,2012,C81,Lymphome de Hodgkin,85,2.1,1.9,1.5,2.6
Suisse,Femmes,2012,"C82-86,C96",Lymphome non hodgkinien,720,17.8,12.1,10.9,13.3
Suisse,Femmes,2012,C90,Myélome multiple,307,7.6,4.7,4,5.5
Suisse,Femmes,2012,C91-95,Leucémie,430,10.6,7.6,6.6,8.6
Suisse,Femmes,2012,C91,Leucémie lymphoïde,199,4.9,3.5,2.9,4.3
Suisse,Femmes,2012,C92-94,Leucémie myéloïde,221,5.5,3.9,3.2,4.7
Suisse,Femmes,2012,Other_C-code,Autres localisations du cancer,729,18,11,9.9,12.1
Suisse,Femmes,2012,"C00-43,C45-97",Tous les cancers (voir Méthode pour les critères d’inclusion),18786,463.7,333.4,327,339.8
Suisse,Femmes,2013,C00-14,Cavité buccale et pharynx,366,8.9,6.6,5.8,7.5
Suisse,Femmes,2013,C15,Œsophage,150,3.7,2.5,2,3
Suisse,Femmes,2013,C16,Estomac,322,7.9,4.9,4.3,5.7
Suisse,Femmes,2013,C17,Intestin grêle,106,2.6,1.8,1.4,2.3
Suisse,Femmes,2013,C18-20,Côlon et Rectum,1926,47.1,30.1,28.4,31.9
Suisse,Femmes,2013,C21,Anus et Canal anal,144,3.5,2.6,2.1,3.2
Suisse,Femmes,2013,C22,Foie,231,5.7,3.5,2.9,4.1
Suisse,Femmes,2013,C23-24,Vésicule et voies biliaires extra-hépat.,196,4.8,2.7,2.3,3.3
Suisse,Femmes,2013,C25,Pancréas,661,16.1,9.7,8.8,10.7
Suisse,Femmes,2013,C32,Larynx,36,0.9,0.6,0.4,1
Suisse,Femmes,2013,C33-34,"Poumon, Bronches, Trachée",1670,40.8,28.5,26.8,30.2
